state,district,market,commodity,variety,grade,arrival_date,min_price,max_price,modal_price
Tamil Nadu,Salem,Ammapet(Uzhavar Sandhai ) APMC,Banana - Green,Banana - Green,Local,01/03/2026,2500.0,2800.0,2650.0
Tamil Nadu,Salem,Ammapet(Uzhavar Sandhai ) APMC,Beans,Beans (Whole),Local,01/03/2026,5500.0,6000.0,5750.0
Tamil Nadu,Salem,Ammapet(Uzhavar Sandhai ) APMC,Carrot,Pusakesar,Local,01/03/2026,4500.0,5000.0,4750.0
Tamil Nadu,Salem,Ammapet(Uzhavar Sandhai ) APMC,Green Avare(W),Other,Local,01/03/2026,3000.0,3500.0,3250.0
Tamil Nadu,Salem,Ammapet(Uzhavar Sandhai ) APMC,Chow Chow,Chow Chow,Local,01/03/2026,2500.0,3000.0,2750.0
Tamil Nadu,Salem,Ammapet(Uzhavar Sandhai ) APMC,Knool Khol,Knool Khol,Local,01/03/2026,3500.0,4000.0,3750.0
Tamil Nadu,Salem,Ammapet(Uzhavar Sandhai ) APMC,Karbuja(Musk Melon),Karbhuja,Local,01/03/2026,3000.0,3500.0,3250.0
Tamil Nadu,Salem,Ammapet(Uzhavar Sandhai ) APMC,Tamarind Fruit,Tamarind Fruit,Local,01/03/2026,17000.0,18000.0,17500.0
Tamil Nadu,Salem,Ammapet(Uzhavar Sandhai ) APMC,Orange,Darjeeling,Local,01/03/2026,9000.0,10000.0,9500.0
Tamil Nadu,Salem,Ammapet(Uzhavar Sandhai ) APMC,Mint(Pudina),Mint(Pudina),Local,01/03/2026,2500.0,3000.0,2750.0
Madhya Pradesh,Rajgarh,Biaora APMC,Wheat,Wheat,FAQ,01/03/2026,2200.0,2250.0,2200.0
Tamil Nadu,Salem,Athur(Uzhavar Sandhai ) APMC,Onion,Bellary,Local,01/03/2026,2500.0,3200.0,2850.0
Tamil Nadu,Salem,Athur(Uzhavar Sandhai ) APMC,Garlic,Garlic,Local,01/03/2026,10000.0,12000.0,11000.0
Tamil Nadu,Salem,Athur(Uzhavar Sandhai ) APMC,Brinjal,Other,Local,01/03/2026,1500.0,1800.0,1650.0
Tamil Nadu,Salem,Athur(Uzhavar Sandhai ) APMC,Chikoos(Sapota),Sapota,Local,01/03/2026,3500.0,4000.0,3750.0
Tamil Nadu,Salem,Athur(Uzhavar Sandhai ) APMC,Ashgourd,Gouard,Local,01/03/2026,1500.0,1800.0,1650.0
Tamil Nadu,Salem,Athur(Uzhavar Sandhai ) APMC,Green Chilli,Green Chilly,Local,01/03/2026,4500.0,5000.0,4750.0
Tamil Nadu,Salem,Athur(Uzhavar Sandhai ) APMC,Coconut,Coconut,Local,01/03/2026,5500.0,6000.0,5750.0
Tamil Nadu,Salem,Athur(Uzhavar Sandhai ) APMC,Carrot,Pusakesar,Local,01/03/2026,4000.0,5600.0,4800.0
Tamil Nadu,Salem,Athur(Uzhavar Sandhai ) APMC,Capsicum,Capsicum,Local,01/03/2026,6000.0,6500.0,6250.0
Tamil Nadu,Salem,Athur(Uzhavar Sandhai ) APMC,Knool Khol,Knool Khol,Local,01/03/2026,4000.0,4600.0,4300.0
Tamil Nadu,Salem,Athur(Uzhavar Sandhai ) APMC,Banana,Karpura,Local,01/03/2026,3500.0,4000.0,3750.0
Tamil Nadu,Theni,Periyakulam(Uzhavar Sandhai ) APMC,Cauliflower,Ranchi,Local,01/03/2026,2000.0,2500.0,2250.0
Tamil Nadu,Theni,Periyakulam(Uzhavar Sandhai ) APMC,Cabbage,Cabbage,Local,01/03/2026,1400.0,1600.0,1500.0
Tamil Nadu,Theni,Periyakulam(Uzhavar Sandhai ) APMC,Snakeguard,Snakeguard,Local,01/03/2026,1800.0,2000.0,1900.0
Tamil Nadu,Theni,Periyakulam(Uzhavar Sandhai ) APMC,Indian Beans(Seam),Indian Beans (Seam),Local,01/03/2026,4000.0,4600.0,4300.0
Tamil Nadu,Theni,Periyakulam(Uzhavar Sandhai ) APMC,Turnip,Turnip,Local,01/03/2026,3000.0,3000.0,3000.0
Maharashtra,Ahmednagar,Rahata APMC,Cucumbar(Kheera),Other,Local,01/03/2026,1000.0,1500.0,1300.0
Maharashtra,Ahmednagar,Rahata APMC,Green Peas,Other,Local,01/03/2026,2000.0,2500.0,2300.0
Maharashtra,Ahmednagar,Rahata APMC,Chikoos(Sapota),Other,Local,01/03/2026,1500.0,1500.0,1500.0
Maharashtra,Ahmednagar,Rahata APMC,Ginger(Green),Other,Local,01/03/2026,4000.0,6000.0,5000.0
Maharashtra,Ahmednagar,Rahata APMC,Cabbage,Other,Local,01/03/2026,300.0,500.0,400.0
Maharashtra,Ahmednagar,Rahata APMC,Methi(Leaves),Other,Local,01/03/2026,5.0,10.0,7.0
Maharashtra,Ahmednagar,Rahata APMC,Ridgeguard(Tori),Other,Local,01/03/2026,4000.0,5000.0,4500.0
Madhya Pradesh,Rajgarh,Jeerapur APMC,Mustard,Mustard,Non-FAQ,01/03/2026,5500.0,5500.0,5500.0
Chattisgarh,Mahasamund,Pithoura APMC,Paddy(Common),1001,Non-FAQ,01/03/2026,1800.0,1800.0,1800.0
Madhya Pradesh,Raisen,Bareli APMC,Paddy(Common),Puspa (MR 301),FAQ,01/03/2026,3501.0,3501.0,3501.0
Madhya Pradesh,Raisen,Bareli APMC,Paddy(Common),Basmati,FAQ,01/03/2026,4200.0,4201.0,4201.0
Madhya Pradesh,Badwani,Badwani APMC,Wheat,Lokwan,FAQ,01/03/2026,2240.0,2250.0,2250.0
Madhya Pradesh,Badwani,Badwani APMC,Kabuli Chana(Chickpeas-White),Dollar Gram,FAQ,01/03/2026,7100.0,10000.0,7200.0
Madhya Pradesh,Chhatarpur,Badamalhera APMC,Wheat,Mill Quality,FAQ,01/03/2026,2350.0,2402.0,2402.0
Madhya Pradesh,Rajgarh,Sarangpur APMC,Wheat,Mill Quality,FAQ,01/03/2026,2100.0,2150.0,2150.0
Tamil Nadu,Vellore,Thirupathur APMC,Potato,Red Nanital,Local,01/03/2026,3600.0,3600.0,3600.0
Tamil Nadu,Vellore,Thirupathur APMC,Cauliflower,Ranchi,Local,01/03/2026,3000.0,3000.0,3000.0
Tamil Nadu,Vellore,Thirupathur APMC,Pumpkin,Pumpkin,Local,01/03/2026,2000.0,2000.0,2000.0
Tamil Nadu,Vellore,Thirupathur APMC,Amaranthus,Amaranthus,Local,01/03/2026,2500.0,2500.0,2500.0
Tamil Nadu,Vellore,Thirupathur APMC,Green Chilli,Green Chilly,Local,01/03/2026,4000.0,4000.0,4000.0
Tamil Nadu,Vellore,Thirupathur APMC,Tapioca,Tapioca,Local,01/03/2026,3000.0,3000.0,3000.0
Tamil Nadu,Vellore,Thirupathur APMC,Ginger(Green),Green Ginger,Local,01/03/2026,8000.0,8000.0,8000.0
Tamil Nadu,Vellore,Thirupathur APMC,Ridgeguard(Tori),Ridgeguard(Tori),Local,01/03/2026,4000.0,4000.0,4000.0
Tamil Nadu,Vellore,Thirupathur APMC,Thondekai,Thondekai,Local,01/03/2026,5000.0,5000.0,5000.0
Tamil Nadu,Vellore,Thirupathur APMC,Capsicum,Capsicum,Local,01/03/2026,5000.0,5000.0,5000.0
Tamil Nadu,Vellore,Thirupathur APMC,Drumstick,Drumstick,Local,01/03/2026,10000.0,10000.0,10000.0
Tamil Nadu,Vellore,Thirupathur APMC,Colacasia,Colacasia,Local,01/03/2026,5000.0,5000.0,5000.0
Madhya Pradesh,Dhar,Gandhwani APMC,Maize,Local,FAQ,01/03/2026,1500.0,1500.0,1500.0
Madhya Pradesh,Dhar,Gandhwani APMC,Cotton,Without Ginned Cotton,FAQ,01/03/2026,6000.0,6500.0,6500.0
Madhya Pradesh,Mandsaur,Garoth APMC,Wheat,Wheat,Non-FAQ,01/03/2026,2200.0,2200.0,2200.0
Madhya Pradesh,Khandwa,Mundi APMC,Wheat,Wheat,FAQ,01/03/2026,1945.0,4955.0,2095.0
Madhya Pradesh,Khandwa,Mundi APMC,Wheat,Wheat,Non-FAQ,01/03/2026,2150.0,2200.0,2200.0
Tamil Nadu,Dharmapuri,Harur(Uzhavar Sandhai ) APMC,Cauliflower,Ranchi,Local,01/03/2026,3000.0,3500.0,3250.0
Tamil Nadu,Dharmapuri,Harur(Uzhavar Sandhai ) APMC,Coriander(Leaves),I Sort,Local,01/03/2026,3500.0,4000.0,3750.0
Tamil Nadu,Dharmapuri,Harur(Uzhavar Sandhai ) APMC,Bhindi(Ladies Finger),Bhindi,Local,01/03/2026,2500.0,3000.0,2750.0
Tamil Nadu,Dharmapuri,Harur(Uzhavar Sandhai ) APMC,Amaranthus,Amaranthus,Local,01/03/2026,2500.0,3000.0,2750.0
Tamil Nadu,Dharmapuri,Harur(Uzhavar Sandhai ) APMC,Cabbage,Cabbage,Local,01/03/2026,2500.0,2800.0,2650.0
Tamil Nadu,Dharmapuri,Harur(Uzhavar Sandhai ) APMC,Raddish,Raddish,Local,01/03/2026,1500.0,2000.0,1750.0
Tamil Nadu,Dharmapuri,Harur(Uzhavar Sandhai ) APMC,Chow Chow,Chow Chow,Local,01/03/2026,3000.0,3500.0,3250.0
Tamil Nadu,Dharmapuri,Harur(Uzhavar Sandhai ) APMC,Banana,Karpura,Local,01/03/2026,4500.0,5000.0,4750.0
Tamil Nadu,Krishnagiri,Kaveripattinam(Uzhavar Sandhai ) APMC,Potato,Red Nanital,Local,01/03/2026,3500.0,3500.0,3500.0
Tamil Nadu,Krishnagiri,Kaveripattinam(Uzhavar Sandhai ) APMC,Beans,Beans (Whole),Local,01/03/2026,4000.0,4000.0,4000.0
Tamil Nadu,The Nilgiris,Coonoor(Uzhavar Sandhai ) APMC,Banana,Karpura,Local,01/03/2026,4500.0,5500.0,5000.0
Tamil Nadu,The Nilgiris,Coonoor(Uzhavar Sandhai ) APMC,Bitter gourd,Other,Local,01/03/2026,3600.0,4000.0,3800.0
Tamil Nadu,The Nilgiris,Coonoor(Uzhavar Sandhai ) APMC,Beetroot,Beetroot,Local,01/03/2026,3000.0,3500.0,3250.0
Tamil Nadu,The Nilgiris,Coonoor(Uzhavar Sandhai ) APMC,Capsicum,Capsicum,Local,01/03/2026,6000.0,6500.0,6250.0
Tamil Nadu,The Nilgiris,Gudalur(Uzhavar Sandhai ) APMC,Onion,Bellary,Local,01/03/2026,2500.0,3000.0,2750.0
Tamil Nadu,The Nilgiris,Gudalur(Uzhavar Sandhai ) APMC,Bitter gourd,Bitter Gourd,Local,01/03/2026,4500.0,5000.0,4750.0
Tamil Nadu,The Nilgiris,Gudalur(Uzhavar Sandhai ) APMC,Ashgourd,Gouard,Local,01/03/2026,1500.0,2000.0,1750.0
Tamil Nadu,The Nilgiris,Gudalur(Uzhavar Sandhai ) APMC,Green Chilli,Green Chilly,Local,01/03/2026,5000.0,5500.0,5250.0
Tamil Nadu,The Nilgiris,Gudalur(Uzhavar Sandhai ) APMC,Banana - Green,Banana - Green,Local,01/03/2026,4000.0,4500.0,4250.0
Tamil Nadu,The Nilgiris,Gudalur(Uzhavar Sandhai ) APMC,Cabbage,Cabbage,Local,01/03/2026,1500.0,1800.0,1650.0
Tamil Nadu,The Nilgiris,Gudalur(Uzhavar Sandhai ) APMC,Ridgeguard(Tori),Ridgeguard(Tori),Local,01/03/2026,4500.0,5000.0,4750.0
Tamil Nadu,The Nilgiris,Gudalur(Uzhavar Sandhai ) APMC,Chow Chow,Chow Chow,Local,01/03/2026,1200.0,1500.0,1350.0
Tamil Nadu,The Nilgiris,Gudalur(Uzhavar Sandhai ) APMC,Banana,Besrai,Local,01/03/2026,4000.0,5000.0,4500.0
Tamil Nadu,Theni,Andipatti(Uzhavar Sandhai ) APMC,Cauliflower,Ranchi,Local,01/03/2026,2500.0,3000.0,2750.0
Tamil Nadu,Theni,Andipatti(Uzhavar Sandhai ) APMC,Papaya,Papaya,Local,01/03/2026,3000.0,3500.0,3250.0
Tamil Nadu,Theni,Andipatti(Uzhavar Sandhai ) APMC,Green Chilli,Green Chilly,Local,01/03/2026,3500.0,4000.0,3750.0
Tamil Nadu,Theni,Andipatti(Uzhavar Sandhai ) APMC,Raddish,Raddish,Local,01/03/2026,2800.0,3000.0,2900.0
Tamil Nadu,Theni,Andipatti(Uzhavar Sandhai ) APMC,Chow Chow,Chow Chow,Local,01/03/2026,1800.0,2000.0,1900.0
Tamil Nadu,Theni,Andipatti(Uzhavar Sandhai ) APMC,Elephant Yam(Suran)/Amorphophallus,Elephant Yam (Suran),Local,01/03/2026,2600.0,2800.0,2700.0
Tamil Nadu,Theni,Andipatti(Uzhavar Sandhai ) APMC,Indian Beans(Seam),Indian Beans (Seam),Local,01/03/2026,4000.0,4500.0,4250.0
Tamil Nadu,Virudhunagar,Srivilliputhur(Uzhavar Sandhai ) APMC,Chikoos(Sapota),Sapota,Local,01/03/2026,3500.0,4000.0,3750.0
Tamil Nadu,Virudhunagar,Srivilliputhur(Uzhavar Sandhai ) APMC,Cluster beans,Cluster Beans,Local,01/03/2026,3000.0,3500.0,3250.0
Tamil Nadu,Virudhunagar,Srivilliputhur(Uzhavar Sandhai ) APMC,Ginger(Green),Green Ginger,Local,01/03/2026,7000.0,8000.0,7500.0
Tamil Nadu,Virudhunagar,Srivilliputhur(Uzhavar Sandhai ) APMC,Beetroot,Beetroot,Local,01/03/2026,2500.0,3000.0,2750.0
Tamil Nadu,Virudhunagar,Srivilliputhur(Uzhavar Sandhai ) APMC,Green Avare(W),Green Avare (W),Local,01/03/2026,2500.0,3000.0,2750.0
Tamil Nadu,Virudhunagar,Srivilliputhur(Uzhavar Sandhai ) APMC,Drumstick,Drumstick,Local,01/03/2026,6000.0,7000.0,6500.0
Tamil Nadu,Virudhunagar,Srivilliputhur(Uzhavar Sandhai ) APMC,Yam(Ratalu),Yam (Ratalu),Local,01/03/2026,5000.0,6000.0,5500.0
Tamil Nadu,Virudhunagar,Srivilliputhur(Uzhavar Sandhai ) APMC,Mint(Pudina),Mint(Pudina),Local,01/03/2026,3500.0,4000.0,3750.0
Kerala,Kollam,Neduvathoor  VFPCK APMC,Cowpea(Veg),Cowpea (Veg),Grade A,01/03/2026,8000.0,8000.0,8000.0
Kerala,Pathanamthitta,Mezhuveli  VFPCK APMC,Snakeguard,Other,Grade A,01/03/2026,2000.0,3500.0,2800.0
Haryana,Faridabad,Faridabad APMC,Cabbage,Cabbage,Local,01/03/2026,800.0,800.0,800.0
Telangana,Warangal,Warangal APMC,Colacasia,Colacasia,FAQ,01/03/2026,2000.0,2400.0,2200.0
Telangana,Warangal,Warangal APMC,Field Pea,Field Pea,FAQ,01/03/2026,3500.0,4000.0,3750.0
Telangana,Warangal,Warangal APMC,Green Chilli,Green Chilly,FAQ,01/03/2026,3000.0,3500.0,3250.0
Telangana,Warangal,Warangal APMC,Potato,Potato,FAQ,01/03/2026,1500.0,2000.0,1750.0
Telangana,Warangal,Warangal APMC,Ridgeguard(Tori),Ridgeguard(Tori),FAQ,01/03/2026,3000.0,3500.0,3250.0
Telangana,Warangal,Warangal APMC,Tomato,Tomato,FAQ,01/03/2026,600.0,800.0,700.0
Haryana,Kaithal,Cheeka APMC,Bottle gourd,Other,FAQ,01/03/2026,3000.0,4000.0,3600.0
Odisha,Bargarh,Attabira APMC,Cauliflower,Other,Local,01/03/2026,1400.0,1800.0,1600.0
Himachal Pradesh,Kullu,SMY Bhuntar,Onion,Other,FAQ,01/03/2026,1800.0,2200.0,2000.0
Himachal Pradesh,Kullu,SMY Bhuntar,Cauliflower,Other,FAQ,01/03/2026,500.0,1500.0,1000.0
Himachal Pradesh,Kullu,SMY Bhuntar,Cabbage,Other,FAQ,01/03/2026,500.0,1200.0,900.0
Himachal Pradesh,Kullu,SMY Bhuntar,Squash(Chappal Kadoo),Other,FAQ,01/03/2026,1500.0,2000.0,1800.0
Himachal Pradesh,Kullu,SMY Bhuntar,Raddish,Other,FAQ,01/03/2026,500.0,1800.0,1200.0
Himachal Pradesh,Kullu,SMY Bhuntar,Green Chilli,Other,FAQ,01/03/2026,8000.0,9000.0,8500.0
Himachal Pradesh,Kullu,SMY Bhuntar,Pumpkin,Other,FAQ,01/03/2026,2800.0,3000.0,2900.0
Himachal Pradesh,Kullu,SMY Bhuntar,Orange,Other,Medium,01/03/2026,8000.0,9000.0,8500.0
Himachal Pradesh,Kullu,SMY Bhuntar,Grapes,Other,Medium,01/03/2026,12000.0,14000.0,13000.0
Himachal Pradesh,Kullu,SMY Bhuntar,Guava,Other,Medium,01/03/2026,8000.0,8400.0,8200.0
Rajasthan,Jalore,Jalore APMC,Tomato,Tomato,Local,01/03/2026,800.0,1000.0,900.0
Punjab,Tarntaran,Patti APMC,Brinjal,Other,Local,01/03/2026,3500.0,4500.0,4000.0
Punjab,Tarntaran,Patti APMC,Green Chilli,Other,Local,01/03/2026,3800.0,3800.0,3800.0
Haryana,Hissar,Hansi APMC,Mango,Other,Grade B,01/03/2026,10000.0,10000.0,10000.0
Haryana,Hissar,Hansi APMC,Apple,Other,Grade B,01/03/2026,6000.0,12000.0,9000.0
Haryana,Hissar,Hansi APMC,Grapes,Other,Grade B,01/03/2026,8000.0,12000.0,10000.0
Haryana,Hissar,Hansi APMC,Bitter gourd,Other,FAQ,01/03/2026,6000.0,7000.0,7000.0
Haryana,Hissar,Hansi APMC,Cabbage,Other,FAQ,01/03/2026,400.0,500.0,450.0
Haryana,Hissar,Hansi APMC,Pomegranate,Other,Grade B,01/03/2026,8000.0,12000.0,10000.0
Haryana,Hissar,Hansi APMC,Bhindi(Ladies Finger),Other,FAQ,01/03/2026,8000.0,8000.0,8000.0
Haryana,Hissar,Hansi APMC,Methi(Leaves),Other,FAQ,01/03/2026,600.0,800.0,700.0
Haryana,Hissar,Hansi APMC,Onion,Other,FAQ,01/03/2026,1200.0,2000.0,1500.0
Haryana,Hissar,Hansi APMC,Peas Wet,Other,FAQ,01/03/2026,1800.0,2000.0,1900.0
Haryana,Hissar,Hansi APMC,Tomato,Other,FAQ,01/03/2026,1000.0,1500.0,1250.0
Haryana,Hissar,Hansi APMC,Raddish,Other,FAQ,01/03/2026,600.0,800.0,700.0
Haryana,Hissar,Hansi APMC,Spinach,Other,FAQ,01/03/2026,800.0,1000.0,900.0
Uttarakhand,Haridwar,Lakshar APMC,Maize,Other,FAQ,01/03/2026,2490.0,2500.0,2500.0
Haryana,Ambala,Mullana(saha) APMC,Mustard,Sarson(Black),FAQ,01/03/2026,5651.0,6800.0,5651.0
Kerala,Kollam,Chathanoor APMC,Bitter gourd,Other,FAQ,01/03/2026,7800.0,8200.0,8000.0
Kerala,Kollam,Chathanoor APMC,Snakeguard,Other,FAQ,01/03/2026,4800.0,5200.0,5000.0
Kerala,Kollam,Chathanoor APMC,Drumstick,Other,FAQ,01/03/2026,9800.0,10200.0,10000.0
Kerala,Kollam,Chathanoor APMC,Potato,Other,FAQ,01/03/2026,3800.0,4200.0,4000.0
Kerala,Palakad,vadakarapathy APMC,Green Chilli,Green Chilly,FAQ,01/03/2026,3000.0,4500.0,3800.0
Kerala,Palakad,vadakarapathy APMC,Elephant Yam(Suran)/Amorphophallus,Elephant Yam (Suran),FAQ,01/03/2026,1500.0,2000.0,1800.0
West Bengal,Murshidabad,Jiaganj APMC,Paddy(Common),I.R. 36,FAQ,01/03/2026,2000.0,2100.0,2050.0
Uttar Pradesh,Mirzapur,Ahirora APMC,Brinjal,Brinjal,Medium,01/03/2026,2000.0,2500.0,2500.0
Uttar Pradesh,Mirzapur,Ahirora APMC,Cauliflower,Cauliflower,Medium,01/03/2026,1500.0,2500.0,2000.0
Madhya Pradesh,Badwani,Badwani(F&V) APMC,Onion,Onion,Local,01/03/2026,1100.0,1100.0,1100.0
Madhya Pradesh,Badwani,Badwani(F&V) APMC,Tomato,Tomato,Local,01/03/2026,700.0,700.0,700.0
Madhya Pradesh,Badwani,Badwani(F&V) APMC,Bhindi(Ladies Finger),Bhindi,Local,01/03/2026,1500.0,1500.0,1500.0
Madhya Pradesh,Shivpuri,Karera(F&V) APMC,Banana,Banana-Organic,Local,01/03/2026,1800.0,2500.0,2100.0
Madhya Pradesh,Shivpuri,Karera(F&V) APMC,Papaya,Papaya-Organic,Local,01/03/2026,2600.0,3500.0,3000.0
Madhya Pradesh,Shivpuri,Karera(F&V) APMC,Cabbage,Cabbage,Local,01/03/2026,1000.0,2000.0,1500.0
Uttar Pradesh,Bulandshahar,Anoop Shahar APMC,Tomato,Deshi,FAQ,01/03/2026,1000.0,1400.0,1200.0
Uttar Pradesh,Bulandshahar,Anoop Shahar APMC,Raddish,Other,FAQ,01/03/2026,400.0,800.0,600.0
Uttar Pradesh,Etah,Awagarh APMC,Bottle gourd,Bottle Gourd,FAQ,01/03/2026,1400.0,1600.0,1500.0
Uttar Pradesh,Etah,Awagarh APMC,Banana - Green,Banana - Green,FAQ,01/03/2026,1400.0,1600.0,1500.0
Uttar Pradesh,Etah,Awagarh APMC,Carrot,Carrot,FAQ,01/03/2026,1200.0,1500.0,1400.0
Uttar Pradesh,Badaun,Babrala APMC,Wood,Eucalyptus,Local,01/03/2026,580.0,600.0,590.0
Assam,Darrang,Besimari APMC,French Beans(Frasbean),French Beans (Frasbean),Local,01/03/2026,1000.0,1400.0,1200.0
Assam,Darrang,Besimari APMC,Brinjal,Brinjal,Local,01/03/2026,1400.0,1800.0,1600.0
West Bengal,Nadia,Karimpur APMC,Wheat,Local,Grade Range-1,01/03/2026,2500.0,2700.0,2600.0
West Bengal,Nadia,Karimpur APMC,Rice,Fine,Grade Range-1,01/03/2026,4900.0,5100.0,5000.0
West Bengal,Bankura,Bishnupur(Bankura) APMC,Wheat,Sonalika,Non-FAQ,01/03/2026,2900.0,3200.0,3100.0
Tamil Nadu,Dharmapuri,Karimangalam(Uzhavar Sandhai),Banana,Karpura,Local,01/03/2026,5500.0,6000.0,5750.0
Tamil Nadu,Dharmapuri,Karimangalam(Uzhavar Sandhai),Potato,Other,Local,01/03/2026,2600.0,2800.0,2700.0
Tamil Nadu,Dharmapuri,Karimangalam(Uzhavar Sandhai),Chikoos(Sapota),Sapota,Local,01/03/2026,3300.0,3500.0,3400.0
Tamil Nadu,Dharmapuri,Karimangalam(Uzhavar Sandhai),Papaya,Papaya,Local,01/03/2026,3300.0,3500.0,3400.0
Tamil Nadu,Dharmapuri,Karimangalam(Uzhavar Sandhai),Banana - Green,Banana - Green,Local,01/03/2026,2800.0,3000.0,2900.0
Tamil Nadu,Dharmapuri,Karimangalam(Uzhavar Sandhai),Beans,Beans (Whole),Local,01/03/2026,6000.0,6400.0,6200.0
Tamil Nadu,Dharmapuri,Karimangalam(Uzhavar Sandhai),Carrot,Pusakesar,Local,01/03/2026,3300.0,3500.0,3400.0
Tamil Nadu,Dharmapuri,Karimangalam(Uzhavar Sandhai),Cucumbar(Kheera),Cucumbar,Local,01/03/2026,3800.0,4000.0,3900.0
Tamil Nadu,Dharmapuri,Karimangalam(Uzhavar Sandhai),Ridgeguard(Tori),Ridgeguard(Tori),Local,01/03/2026,3300.0,3500.0,3400.0
Tamil Nadu,Dharmapuri,Karimangalam(Uzhavar Sandhai),Thondekai,Thondekai,Local,01/03/2026,4500.0,5000.0,4750.0
Tamil Nadu,Dharmapuri,Karimangalam(Uzhavar Sandhai),Onion Green,Onion Green,Local,01/03/2026,3600.0,3800.0,3700.0
Tamil Nadu,Salem,Mecheri(Uzhavar Sandhai),Onion,Bellary,Local,01/03/2026,2500.0,3000.0,2750.0
Tamil Nadu,Salem,Mecheri(Uzhavar Sandhai),Green Peas,Green Peas,Local,01/03/2026,5500.0,6000.0,5750.0
Tamil Nadu,Salem,Mecheri(Uzhavar Sandhai),Cluster beans,Cluster Beans,Local,01/03/2026,4000.0,4500.0,4250.0
Tamil Nadu,Salem,Mecheri(Uzhavar Sandhai),Bottle gourd,Bottle Gourd,Local,01/03/2026,1500.0,2000.0,1750.0
Tamil Nadu,Salem,Mecheri(Uzhavar Sandhai),Green Chilli,Green Chilly,Local,01/03/2026,4500.0,5000.0,4750.0
Tamil Nadu,Salem,Mecheri(Uzhavar Sandhai),Tapioca,Tapioca,Local,01/03/2026,2500.0,3000.0,2750.0
Tamil Nadu,Salem,Mecheri(Uzhavar Sandhai),Coconut,Coconut,Local,01/03/2026,5500.0,6000.0,5750.0
Tamil Nadu,Salem,Mecheri(Uzhavar Sandhai),Cabbage,Cabbage,Local,01/03/2026,3000.0,3500.0,3250.0
Tamil Nadu,Salem,Mecheri(Uzhavar Sandhai),Raddish,Raddish,Local,01/03/2026,2000.0,2500.0,2250.0
Tamil Nadu,Salem,Mecheri(Uzhavar Sandhai),Drumstick,Drumstick,Local,01/03/2026,4000.0,5000.0,4500.0
Tamil Nadu,Salem,Mecheri(Uzhavar Sandhai),Lemon,Lemon,Local,01/03/2026,4000.0,5000.0,4500.0
Tamil Nadu,Salem,Mecheri(Uzhavar Sandhai),Banana,Karpura,Local,01/03/2026,3500.0,4000.0,3750.0
Tamil Nadu,Salem,Mecheri(Uzhavar Sandhai),Mint(Pudina),Mint(Pudina),Local,01/03/2026,2500.0,3000.0,2750.0
Tamil Nadu,Vellore,Pallikonda(Uzhavar Sandhai),Banana,Karpura,Local,01/03/2026,4000.0,5000.0,4500.0
Tamil Nadu,Vellore,Pallikonda(Uzhavar Sandhai),Sweet Potato,Hosur Red,Local,01/03/2026,1500.0,1500.0,1500.0
Tamil Nadu,Vellore,Pallikonda(Uzhavar Sandhai),Cabbage,Cabbage,Local,01/03/2026,1500.0,1500.0,1500.0
Tamil Nadu,Vellore,Pallikonda(Uzhavar Sandhai),Raddish,Raddish,Local,01/03/2026,2000.0,2000.0,2000.0
Tamil Nadu,Vellore,Pallikonda(Uzhavar Sandhai),Green Avare(W),Green Avare (W),Local,01/03/2026,2500.0,3000.0,2750.0
Tamil Nadu,Vellore,Pallikonda(Uzhavar Sandhai),Lemon,Lemon,Local,01/03/2026,6000.0,6000.0,6000.0
Tamil Nadu,Vellore,Pallikonda(Uzhavar Sandhai),Colacasia,Colacasia,Local,01/03/2026,3000.0,3500.0,3250.0
Tamil Nadu,Vellore,Perampet(Uzhavar Sandhai),Potato,Red Nanital,Local,01/03/2026,3000.0,3000.0,3000.0
Tamil Nadu,Vellore,Perampet(Uzhavar Sandhai),Papaya,Papaya,Local,01/03/2026,3000.0,3500.0,3250.0
Tamil Nadu,Vellore,Perampet(Uzhavar Sandhai),Bitter gourd,Bitter Gourd,Local,01/03/2026,3500.0,3500.0,3500.0
Tamil Nadu,Vellore,Perampet(Uzhavar Sandhai),Bottle gourd,Bottle Gourd,Local,01/03/2026,2000.0,2000.0,2000.0
Tamil Nadu,Vellore,Perampet(Uzhavar Sandhai),Pumpkin,Pumpkin,Local,01/03/2026,2000.0,2000.0,2000.0
Tamil Nadu,Vellore,Perampet(Uzhavar Sandhai),Cowpea(Veg),Cowpea (Veg),Local,01/03/2026,4000.0,4000.0,4000.0
Tamil Nadu,Vellore,Perampet(Uzhavar Sandhai),Tapioca,Tapioca,Local,01/03/2026,2500.0,2500.0,2500.0
Tamil Nadu,Vellore,Perampet(Uzhavar Sandhai),Cabbage,Cabbage,Local,01/03/2026,2000.0,2000.0,2000.0
Tamil Nadu,Vellore,Perampet(Uzhavar Sandhai),Ridgeguard(Tori),Ridgeguard(Tori),Local,01/03/2026,3800.0,3800.0,3800.0
Tamil Nadu,Vellore,Perampet(Uzhavar Sandhai),Yam(Ratalu),Yam (Ratalu),Local,01/03/2026,4000.0,4000.0,4000.0
Tamil Nadu,Thanjavur,Peravurani(Uzhavar Sandhai),Banana,Besrai,Local,01/03/2026,3000.0,3000.0,3000.0
Tamil Nadu,Thanjavur,Peravurani(Uzhavar Sandhai),Coconut,Coconut,Local,01/03/2026,6000.0,6000.0,6000.0
